Date,Agent Name,Call Type,Client Name ,Number,Problem Type,escalation ,Pod time/ ticket,Ticket,Ticket Status,Department,Outbound Type ,Call Source,Remarks
20/12/2024,Nikita Shrestha ,OUT,Sanima-Bank-Koteshwor-FTTH,9860016252,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
20/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,20-12-2024 14:41:47,,64592,already opened,L2 Enterprise,Client Follow up,NGUCC Panel,
20/12/2024,Rebika Shrestha,OUT,NIC-Asia-Laghubitta-Baddichaur-SM,9848138665,Intranet / VPN,20-12-2024 15:28:38,,64602,opened via VMDS,L2 Enterprise,,,
20/12/2024,Nitesh Pokhrel,IN,Mahuli-Laghubitta-Num-Branch-sankhuwasabha-FTTX,9765738764,Intranet / VPN,20-12-2024 15:29:09,,64603,CLOSED,L2 Enterprise,,NGUCC Panel,
20/12/2024,Hari Dahal,IN,CUID-1974-Rameshworam-Hotel-Pingalasthan-Internet,9867185089,Intranet / VPN,20-12-2024 15:47:02,,64604,OPEN,L2 Enterprise,Client Follow up,NGUCC Panel,
20/12/2024,Hari Dahal,OUT,Sunrise-Bank-Maiwa-Khola-SM,9842471910,Wireless,,,,Not Opened,,Client Follow up,NGUCC Panel,
20/12/2024,Hari Dahal,IN,Nwalpur-multiple-campus,9844731231,General Inquries ,,,,Not Opened,,Client Follow up,,
20/12/2024,Hari Dahal,IN,Nwalpur-multiple-campus,9844731231,General Inquries ,,,,Not Opened,,Client Follow up,,
20/12/2024,Hari Dahal,IN,Naikap-Village-Resort-FTTx,15916348,General Inquries ,,,,already opened,,,,
20/12/2024,Hari Dahal,OUT,Naikap-Village-Resort-FTTx,15916348,General Inquries ,,,,,,,,
20/12/2024,Hari Dahal,IN,Gadi-mai-multiple-campus,9814201410,No Internet ,20-12-2024 18:14:39,,64622,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
20/12/2024,Hari Dahal,OUT,Gadi-mai-multiple-campus,9814201410,No Internet ,,,,already opened,,,,
20/12/2024,Nitesh Pokhrel,IN,CUID--5537083 -Google Boys Hostel P. Ltd,9851216389,Slow Internet,20-12-2024 19:05:11,,,OPEN,L2 Enterprise,,,
20/12/2024,Nirajan Chaudhary,IN,Xingrun-Ashish-Tundi-JV-Ranisera-Makwanpur-Location-A-DIA,,Intranet / VPN,21-12-2024 09:14:32,,64636,CLOSED,Operation,,,up for now 
20/12/2024,,IN,Xingrun-Ashish-Tundi-JV-Ranisera-Makwanpur-LocationB-FTTx,9851122509,No Internet ,21-12-2024 09:46:25,,64637,CLOSED,Operation,Client Follow up,NGUCC Panel,
20/12/2024,Anmol Shrestha,IN,Nepal-SBI-Bank-Khanikhola-Gaupalika-Internet-Intranet-FTTX,9851366438,Intranet / VPN,21-12-2024 10:22:26,,64638,CLOSED,Operation,Client Follow up,NGUCC Panel,Link is up now.
20/12/2024,Nirajan Chaudhary,IN,Purbanchal-Girls-Hostel-Internet[50M],,Intranet / VPN,21-12-2024 12:20:54,,64641,CLOSED,Operation,,,
20/12/2024,Bipul Shrestha,IN,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9763684531,Intranet / VPN,21-12-2024 13:02:49,,64644,CLOSED,L2 Enterprise,,,
20/12/2024,Hari Dahal,IN,CUID-1757-Hotel-Durbar-Heritage-Inn-Thamel-Internet,9851344075,Intranet / VPN,21-12-2024 15:30:24,,64650,CLOSED,L2 Enterprise,Client Follow up,,
20/12/2024,Hari Dahal,IN,Prabhu-Bank-Syafrubesi-dia-fiber,9701013141,General Inquries ,,,,,,,,
20/12/2024,Anmol Shrestha,IN,Hotel-Fewa-Trip-Pvt.ltd-Lakeside-Pokhara,61590974,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,,
20/12/2024,Anmol Shrestha,OUT,Hotel-Fewa-Trip-Pvt.ltd-Lakeside-Pokhara,9762553083,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
20/12/2024,Anmol Shrestha,OUT,Hotel-Fewa-Trip-Pvt.ltd-Lakeside-Pokhara,9762553083,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
20/12/2024,Anmol Shrestha,OUT,Nepal-SBI-Bank-Khanikhola-Gaupalika-Internet-Intranet-FTTX,9851366438,Intranet / VPN,21-12-2024 10:22:26,,64638,CLOSED,Operation,Client Follow up,NGUCC Panel,Link is up now.
20/12/2024,Anmol Shrestha,IN,Xingrun-Ashish-Tundi-JV-Ranisera-Makwanpur-LocationB-FTTx,9851122509,No Internet ,21-12-2024 17:02:09,,64637,OPEN,Operation,Client Follow up,NGUCC Panel,
20/12/2024,Hari Dahal,OUT,CUID-1757-Hotel-Durbar-Heritage-Inn-Thamel-Internet,9851344075,General Inquries ,,,,Not Opened,,,,
20/12/2024,Hari Dahal,OUT,CUID-1757-Hotel-Durbar-Heritage-Inn-Thamel-Internet,9851344075,,,,,Not Opened,,,,
20/12/2024,Hari Dahal,OUT,Xingrun-Ashish-Tundi-JV-Ranisera-Makwanpur-Location-A-DIA,9852064955,General Inquries ,,,,Not Opened,,,,
20/12/2024,Hari Dahal,OUT,Xingrun-Ashish-Tundi-JV-Ranisera-Makwanpur-Location-C,9779851316898,General Inquries ,,,,,,,,
20/12/2024,Suraj Khaiju,IN,NMB-Bank-Naxal-FTTX,,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
22/12/2024,Suraj Khaiju,IN,P2P-Laxmi-Bank-Gola-SM,9862317136,Intranet / VPN,22-12-2024 09:41:00,,64711,CLOSED,CORPORATE,,NGUCC Panel,
22/12/2024,Yagesh KC,IN,Global-IME-Bank-Rubi-Valley-SM,9841420086,Slow Internet,22-12-2024 10:09:17,,64718,OPEN,L2 Enterprise,,NGUCC Panel,
22/12/2024,Nikita Shrestha ,IN,Kumari-Bank-Ltd-Dhumbarahi-FTTx,9851202580,No Internet ,,,64584,already opened,Operation,,NGUCC Panel,
22/12/2024,Nikita Shrestha ,IN,Global-IME-Duikholi-Rolpa-FTTx,9841799777,No Internet ,,,,Not Opened,CORPORATE,,NGUCC Panel,
22/12/2024,Rebika Shrestha,IN,Global-IME-Bank-Purchoudi-FTTx,9848626603,Intranet / VPN,22-12-2024 10:09:38,,64719,CLOSED,L2 Enterprise,,,
22/12/2024,Suraj Khaiju,OUT,Kumari-Bank-Kapurkot-FTTX,9847822153,Intranet / VPN,22-12-2024 10:14:17,,64722,OPEN,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Yagesh KC,IN,CUID-2252-Federal-Parliament-Secretariat-Singhadurbar-Primary,9861734353,Intranet / VPN,21-12-2024 17:52:28,,64653,already opened,L2 Enterprise,,NGUCC Panel,
22/12/2024,Yagesh KC,OUT,ega-bank-Tarapatti-Mithila-bihari-FTTX,9854051648,Intranet / VPN,22-12-2024 08:37:55,,64696,OPEN,Operation,Client Follow up,NGUCC Panel,
22/12/2024,Sagar Bhattarai,IN,Globale-IME-Bank-Mithila-Bihari-Tarapati-Dhanusa-SM,9820126392,Slow Internet,22-12-2024 10:27:35,,64725,CLOSED,L2 Enterprise,,NGUCC Panel,
22/12/2024,Sagar Bhattarai,OUT,Kumari-Bank-Ltd-Dhumbarahi-FTTx,9851202580,Intranet / VPN,20-12-2024 12:52:34,,64584,OPEN,Operation,,,
22/12/2024,Suraj Khaiju,IN,Global-Ime-Jogbuda-EXT-CounterFTTx,9848804929,Slow Internet,22-12-2024 10:11:04,,64720,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
22/12/2024,Suraj Khaiju,IN,NMB-Bank-Ltd-Chulachuli-FTTx,9852669222,Intranet / VPN,22-12-2024 10:05:22,,64717,CLOSED,Operation,,NGUCC Panel,
22/12/2024,Suraj Khaiju,IN,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,22-12-2024 10:28:24,,64592,already opened,Operation,,NGUCC Panel,
22/12/2024,Nikita Shrestha ,IN,Naikap-Village-Resort-FTTx,15916348,Intranet / VPN,,,,already opened,Operation,Client Follow up,NGUCC Panel,
22/12/2024,Nikita Shrestha ,OUT,P2P-Laxmi-Bank-Gola-SM,9862317136,Intranet / VPN,,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Suraj Khaiju,OUT,Global-Ime-Jogbuda-EXT-CounterFTTx,9848804929,Slow Internet,22-12-2024 10:11:04,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Yagesh KC,IN,Global-BOK-Kalyanpur-Ext-FTTx,9817778781,Slow Internet,22-12-2024 10:46:11,,64729,CLOSED,L2 Enterprise,,NGUCC Panel,
22/12/2024,Yagesh KC,IN,Global-BOK-Kalyanpur-Ext-FTTx,9817778781,Slow Internet,22-12-2024 10:46:11,,64729,already opened,L2 Enterprise,,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,IN,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9851003311,No Internet ,21-12-2024 13:02:40,,64644,already opened,,,,
22/12/2024,Ruksana Shrestha ,IN,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,8000,Intranet / VPN,20-12-2024 14:41:47,,64592,already opened,,,,
22/12/2024,Suraj Khaiju,OUT,Mega-Bank-District-Court-Rupandehi-Bhairahawa-FTTx,,Intranet / VPN,,,,already opened,,,,
22/12/2024,Rebika Shrestha,IN,SO-2310-Metropolitian-Police-Battlion-Samakhusi,9851283134,Slow Internet,22-12-2024 10:59:24,,64731,CLOSED,L2 Enterprise,,,
22/12/2024,Nikita Shrestha ,OUT,prabhu-bank-HO.,9779869244327,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Nikita Shrestha ,OUT,prabhu-bank-pragatinagar,9847259710,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Nikita Shrestha ,OUT,prabhu-bank-pragatinagar,9849954164,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,OUT,Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,General Inquries ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,20/12/2024 14:41:47,,64592,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,SO-2310-Metropolitian-Police-Battlion-Samakhusi,9851283134,Intranet / VPN,22-12-2024 10:59:24,,64731,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,NIBL-Battisputali-Sm,9841343013,Intranet / VPN,,,,Not Opened,,,,
22/12/2024,Nikita Shrestha ,IN,SO-2310-Metropolitian-Police-Battlion-Samakhusi,9851283134,Intranet / VPN,,,,opened via VMDS,CORPORATE,,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,IN,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9763684531,No Internet ,21-12-2024 13:02:40,,64644,already opened,CORPORATE,,,
22/12/2024,Ruksana Shrestha ,OUT,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9763684531,No Internet ,21/12/2024 13:02:40,,64644,already opened,CORPORATE,,,
22/12/2024,Rebika Shrestha,OUT,Rbb Bikash Sir,9841865236,Intranet / VPN,,,,Not Opened,,,,
22/12/2024,Ruksana Shrestha ,OUT,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9851003311,No Internet ,21/12/2024 13:02:40,,64644,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Anmol Shrestha,IN,Kailash Gaupalika,9855013459,No Internet ,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Anmol Shrestha,IN,Global-Ime-Jogbuda-EXT-CounterFTTx,9848804929,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,rbb sajan sir,9851062443,Intranet / VPN,,,,Not Opened,,,,
22/12/2024,Rebika Shrestha,OUT,Global ashir sir,9841865236,Intranet / VPN,,,,Not Opened,,,,
22/12/2024,Nikita Shrestha ,IN,NIC-Asia-Laghubitta-Baddichaur-SM,9802269076,,22-12-2024 12:13:32,,64748,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,mega suraj sir ,9841757795,Intranet / VPN,,,,Not Opened,,,,
22/12/2024,Ruksana Shrestha ,IN,Home-user,9861301803,General Inquries ,,,,Not Opened,Trasnfered,,,
22/12/2024,Rebika Shrestha,OUT,Globale-IME-Bank-Mithila-Bihari-Tarapati-Dhanusa-SM,9820126392,Intranet / VPN,22-12-2024 10:27:35,,64725,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Anmol Shrestha,IN,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,20-12-2024 14:42:14,,64592,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Nikita Shrestha ,OUT,S012182-Prime-Bank-Thimi-Intranet,9841813162,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,mega suraj sir ,9841757795,General Inquries ,,,,Not Opened,,Client Follow up,NGUCC Panel,
22/12/2024,Yagesh KC,OUT,Global-BOK-Mirchaiya-FTTx,9854030355,Intranet / VPN,18-12-2024 11:00:27,,64349,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Anmol Shrestha,IN,Jalpa Laghubitta HO,9857834902,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,Nepal-Bank-kalimati-Malpot,9851221227,Intranet / VPN,22-12-2024 10:16:29,,64723,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,IN,Jalpa-Laghubitta-kohalabi-FTTX,9856019059,Intranet / VPN,,,,Not Opened,CORPORATE,,,
22/12/2024,Rebika Shrestha,OUT,SMS-ID-1108675-Surya-Life-Insurance-Chardobato-Bhaktapur,9862212356,Intranet / VPN,22-12-2024 11:48:52,,64744,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Suraj Khaiju,IN,Jyoti-punja-Saving-and-Credit-Co-operative-Ltd-New-Baneshwor-Kathmandu-Ftth,97714796327,No Internet ,,,,Not Opened,CORPORATE,,NGUCC Panel,
22/12/2024,Anmol Shrestha,OUT,Jalpa Laghubitta HO,9857834902,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Rebika Shrestha,OUT,nibl battisputali ,9841757795,General Inquries ,,,,Not Opened,,Client Follow up,NGUCC Panel,
22/12/2024,Yagesh KC,OUT,S016078-Hyatt-Regency-Hotel-CDSC-Intranet,9801048258,Intranet / VPN,20-12-2024 12:16:29,,64578,already opened,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,OUT,Surya-Life-Insurance-Baneshwor,9840521952,Intranet / VPN,22-12-2024 13:15:05,,64749,already opened,Operation,Client Follow up,NGUCC Panel,
22/12/2024,Ruksana Shrestha ,OUT,Surya-Life-Insurance-Baneshwor,9840521952,Intranet / VPN,22/12/2024 13:15:05,,64749,already opened,Operation,Client Follow up,X-Lite,
22/12/2024,Nikita Shrestha ,IN,Surya-Life-Insurance-Baneshwor,9840521952,Intranet / VPN,23/12/2024 13:15:05,,64749,already opened,Operation,Client Follow up,NGUCC Panel,
22/12/2024,Suraj Khaiju,OUT,Nepal-Bank-Lungri-Rolpa-FTTX,9749146987,Intranet / VPN,22-12-2024 13:55:25,,64757,OPEN,CORPORATE,Client Follow up,NGUCC Panel,
22/12/2024,Nikita Shrestha ,IN,Sadhana-Laghubitta-Bittiya-Sanstha-FTTX-vlan374-hetauda,9802846823,Intranet / VPN,,,,Not Opened,CORPORATE,,NGUCC Panel,
22/12/2024,Yagesh KC,IN,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9851310736,Intranet / VPN,21-12-2024 13:02:40,,64644,already opened,L2 Enterprise,,NGUCC Panel,
22/12/2024,Hari Dahal,IN,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9851003311,General Inquries ,,,,already opened,,,,
22/12/2024,Hari Dahal,OUT,,9855051638,Intranet / VPN,,,,,,,,
22/12/2024,Nitesh Pokhrel,IN,Jalpa-Laghubitta-Bittiya-Sanstha-Badiyatal-SM,9844886617,Wireless,22-12-2024 15:06:20,,64763,OPEN,L2 Enterprise,,,
22/12/2024,Hari Dahal,,Nepal-Bank-Lungri-Rolpa-FTTX,9860901242,Intranet / VPN,,,,,,,,
22/12/2024,Nikita Shrestha ,IN,Prabhu-bank-HO,9855051638,Intranet / VPN,,,64765,already opened,Operation,,NGUCC Panel,
22/12/2024,Hari Dahal,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9707072230,Intranet / VPN,,,,,,,,
22/12/2024,Hari Dahal,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9707072230,Intranet / VPN,,,,,,,,
22/12/2024,Hari Dahal,IN,Surya-Life-Insurance-Baneshwor,9820106321,General Inquries ,,,,already opened,,,,
22/12/2024,Nikita Shrestha ,IN,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9815684690,Intranet / VPN,,,,already opened,L2 Enterprise,Client Follow up,NGUCC Panel,
23/12/2024,Nikita Shrestha ,OUT,Global-IME-BOK-Janakpur-FTTx,041-420206,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Nikita Shrestha ,OUT,Global-IME-BOK-Janakpur-FTTx,9854030355,Intranet / VPN,,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Anmol Shrestha,IN,Global-BOK-Kalyanpur-Ext-FTTx,9828234581,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Anmol Shrestha,OUT,Citizen-Bank-Patandhoka-ATM,9849155525,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Rebika Shrestha,OUT, CUID:3057109 Q.Y.E.C Construction Pvt. Ltd,9846199447,Intranet / VPN,23-12-2024 10:12:11,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Ruksana Shrestha ,OUT,Tamor-Energy-Pvt-Ltd-Taplejung-FTTx,9763684531,Intranet / VPN,21-12-2024 13:02:40,,,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Ruksana Shrestha ,OUT,Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,Intranet / VPN,22-12-2024 11:16:31,,,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,Gadhimai-Multiple-Campus-FTTx,9826248656‬,No Internet ,23-12-2024 10:47:48,,64622,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Ruksana Shrestha ,OUT, Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,Intranet / VPN,22-12-2024 11:16:31,,64734,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Anmol Shrestha,OUT,W.O.M Marketing Inc Pvt. Ltd. ,9802300696,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Nirajan Chaudhary,OUT,Akash-Bhairav-Securities-Ltd-Baghdol-Lalitpur,9849137613,Intranet / VPN,23-12-2024 11:06:48,,64818,OPEN,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Nirajan Chaudhary,OUT,B10-Pragyan-Securities-Pvt-Ltd-FTTX,14513392,Intranet / VPN,23-12-2024 11:13:05,,64819,OPEN,CORPORATE,Client Follow up,NGUCC Panel,"as per client, they will check the status of router and revert us back ."
23/12/2024,Yagesh KC,IN,Global-BOK-Mirchaiya-FTTx,9802261056,Intranet / VPN,8-12-2024 11:00:27,,64349,already opened,L2 Enterprise,Client Follow up,NGUCC Panel,
23/12/2024,Anmol Shrestha,IN,B10-Pragyan-Securities-Pvt-Ltd-FTTX,9825469093,Intranet / VPN,,,64819,already opened,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,Prabhu-Bank-Syafrubesi-dia-fiber,9860269530,Intranet / VPN,23-12-2024 11:30:01,,64401,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9802269083,Intranet / VPN,20-12-2024 14:41:47,,64592,already opened,CORPORATE,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9748244167,Intranet / VPN,20-12-2024 14:41:47,,64592,already opened,CORPORATE,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9815684690,Intranet / VPN,20-12-2024 14:41:47,,64592,already opened,CORPORATE,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Ruksana Shrestha ,IN,AB Driving School ,8000,No Internet ,,,,Not Opened,CORPORATE,,,
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-Chawannibazar-Kanchanpur-fttx,9815684690,Intranet / VPN,23-12-2024 11:39:07,,64724,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Ruksana Shrestha ,OUT, Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,Intranet / VPN,22-12-2024 11:16:31,,64734,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,S016078-Hyatt-Regency-Hotel-CDSC-Intranet,9801048258,Intranet / VPN,20-12-2024 12:16:29,,64578,already opened,CORPORATE,Client Follow up,NGUCC Panel,call not reachable.
23/12/2024,Yagesh KC,OUT,S016078-Hyatt-Regency-Hotel-CDSC-Intranet,9801048258,Intranet / VPN,20-12-2024 12:16:29,,64578,CLOSED,CORPORATE,Client Follow up,X-Lite,
23/12/2024,Yagesh KC,OUT,Jalpa-Laghubitta-Bittiya-Sanstha-Badiyatal-SM,9844886617,Wireless,23-12-2024 11:50:59,,64763,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269902,,,,,Not Opened,,Client Follow up,X-Lite,Cient has given alternative number
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269903,,,,,Not Opened,,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269904],,,,,Not Opened,,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269905,,,,,Not Opened,,Client Follow up,NGUCC Panel,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269906,,,,,Not Opened,,Client Follow up,X-Lite,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269909,,,,,Not Opened,,Client Follow up,X-Lite,Call is not receivable
23/12/2024,Rebika Shrestha,OUT,NIC-ASIA-Laghubitta-HO,9802269909,,,,,Not Opened,,Client Follow up,X-Lite,link is UP
23/12/2024,Ruksana Shrestha ,OUT,Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,Intranet / VPN,,,64734,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,Nepal-SBI-Bank-Pashupati-Amalkot-Cash-Counter-FTTH,9841327579,Intranet / VPN,23-12-2024 11:58:43,,64734,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,Byanjan-Home,9828697430,Intranet / VPN,22-12-2024 11:31:01,,64741,already opened,CORPORATE,Client Follow up,NGUCC Panel,as per client she is busy.
23/12/2024,Anmol Shrestha,IN,NMB-Bank-Ltd-Chulachuli-FTTx,9852669222,Intranet / VPN,,,,Not Opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,Muktinath-Bikash-Bank-Thimi-F/L,9851204937,Intranet / VPN,23-12-2024 12:43:39,,64821,OPEN,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Nikita Shrestha ,IN,Rbb-Belauri-FTTX,9858784534,Slow Internet,23-12-2024 12:53:34,,64823,CLOSED,,,,
23/12/2024,Nirajan Chaudhary,IN,NIBL-Pauwadhunga-Bhojpur-UTP,9825320988,Intranet / VPN,23-12-2024 13:06:10,,64824,CLOSED,L2 Enterprise,,,
23/12/2024,Rebika Shrestha,IN, Sahayogi-Saving-and-Credit-Co-operative-Ltd-Jarsinghpauwa,9825320988,Intranet / VPN,23-12-2024 14:00:06,,64830,CLOSED,L2 Enterprise,,,
23/12/2024,Hari Dahal,OUT,(NIC-Asia-Bank-Ltd-Tokha-Municipality-Office-FTTX),9841165097,Intranet / VPN,,,,,,,,
23/12/2024,Gaurab Sapkota,OUT,(NIC-Asia-Bank-Ltd-Tokha-Municipality-Office-FTTX),9801982718,Intranet / VPN,,,,already opened,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Gaurab Sapkota,IN,Cuid :3617143  Username: FOC_Yogendra RED Light in los,9844444400,No Internet ,23-12-2024 14:47:58,,64832,OPEN,Operation,,NGUCC Panel,
23/12/2024,Hari Dahal,IN,,9779802078001,,,,,,,,,
23/12/2024,Yagesh KC,OUT,American-life-insurance-Mahendranagar-Metlife-PPPOE-FTTH,099-520229,Intranet / VPN,23-12-2024 15:41:38,,64840,OPEN,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Rebika Shrestha,OUT,Global-IME-Bank-Purchoudi-FTTx,9848626603,Intranet / VPN,,,64719,already opened,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Yagesh KC,IN,,9829306787,General Inquries ,,,,Not Opened,,,NGUCC Panel,
23/12/2024,Yagesh KC,OUT,American-life-insurance-Mahendranagar-Metlife-PPPOE-FTTH,099-520229,Intranet / VPN,23-12-2024 15:41:38,,64840,already opened,Operation,Client Follow up,NGUCC Panel,
23/12/2024,Rebika Shrestha,IN,Jalpa-Laghubitta-Gadariya-Kailali-FTTX,9869649664,Intranet / VPN,23-12-2024 17:05:05,,64858,CLOSED,L2 Enterprise,,,
23/12/2024,Yagesh KC,OUT,American-life-insurance-Mahendranagar-Metlife-PPPOE-FTTH,99520229,Intranet / VPN,23-12-2024 17:06:02,,64840,CLOSED,CORPORATE,Client Follow up,NGUCC Panel,
23/12/2024,Ruksana Shrestha ,IN,Jalpa-Laghubitta-Gadariya-Kailali-FTTX,9869649664,Intranet / VPN,23-12-2024 17:12:17,,64859,CLOSED,CORPORATE,,,
23/12/2024,Gaurab Sapkota,IN,NIC-ASIA-Laghubitta-Kerabari-FTTH,9802269225,Intranet / VPN,23-12-2024 18:19:23,,64861,CLOSED,L2 Enterprise,Client Follow up,NGUCC Panel,as per client link is working now.
